_id,node_id,name,type,incorporation_date,struck_off_date,closed_date,jurisdiction,jurisdiction_description,countries,country_codes,sourceID,valid_until,note
1190535,80035619,Best Doctors Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190536,80036060,Biogen Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190537,80036366,BlackRock Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190538,80036640,Blue Capital Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190539,80036644,Blue Danube Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190540,80036655,Blue Marble Aviation,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190541,80036798,Adam & Partners Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190542,80037150,Mackie Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190543,80037336,Credit Suisse Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190544,80037397,ChemEnergy Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190545,80037599,Magna Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190546,80037661,Ashmore Energy Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190547,80037782,Brilliance Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190548,80038372,Renaissance Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190549,80038387,Axmin Inc Group,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190550,80038704,Thomas Miller Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190551,80039198,Ports Design Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190552,80039289,Vistaprint Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190553,80039328,Qatar Investment Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190554,80039393,Gateway Ventures Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190555,80039625,Investors Guaranty Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190556,80039860,BOC Aviation Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190557,80040425,Bosphorus Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190558,80040446,Bossini Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190559,80040565,Boundary Capital Plc,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1190560,80041241,Brencourt Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190561,80041394,Bridge Fund SPC Ltd,,,,,,,Cayman Islands,CYM,Paradise Papers - Appleby,Appleby data is current through 2014,
1190562,80041571,Britchford - Margaret Mary Edith,,,,,,,Bahamas;United Kingdom,BHS;GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190563,80041626,Broadcom Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190564,80041801,Brookfield Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190565,80042187,Brummer Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190566,80042312,BSG Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190567,80042340,BTG Companies Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190568,80042414,Buckingham Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190569,80042525,Buhlmann - Charles (Karl),,,,,,,Switzerland,CHE,Paradise Papers - Appleby,Appleby data is current through 2014,
1190570,80042826,Burling - Patrick Rodney,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190571,80042829,Burlington Resources Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190572,80043125,Butler Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190573,80043207,Buttermore Limited as Trustee of The Watts Family Settlement 2007,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190574,80043269,BWG Foods,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1190575,80043273,bwin.party Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190576,80043371,C.G. Maiden Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190577,80043418,The Elizabeth Marjorie Cowell Deceased Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190578,80043420,The Marjorie Elise Cowley Will Trust,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1190579,80043496,The Mary Clucas Crook Deceased Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190580,80043585,CA-CIB Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190581,80043600,Cadbury Schweppes Plc,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190582,80043931,Cal-Southampton Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190583,80043960,Calypso Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190585,80044030,Camford Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190586,80044235,Canary Group,,,,,,,Bermuda,BMU,Paradise Papers - Appleby,Appleby data is current through 2014,
1190587,80044489,Capital Z Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190588,80044512,Capmark Group,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190589,80044557,CapVest Group,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190590,80044650,Carestream Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190591,80045200,Casi Videgar Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190592,80045219,Cassatt Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190593,80045278,Castellano-Wood Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190594,80045367,CAT BOND GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190595,80045411,Cathay Pacific Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190596,80045651,CCT Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190597,80045748,Celtic Pharma Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190598,80045753,Celtic Therapeutics Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190599,80045819,Centre Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190600,80045933,CGA Mining Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190601,80046114,Champion Sports Ireland,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1190602,80046317,Chancellor Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190603,80047120,Charming Shoppes Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190604,80047145,Chartfield Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190605,80048362,Chevalier Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190606,80048524,Chicago Standard Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190607,80048598,Children's Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190608,80048663,China Century Cement Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190609,80048679,China Healthcare Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190610,80048684,Group - China International,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190611,80048720,China Tai Long Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190612,80048730,Chinese Estates Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190613,80049334,Christian Straube Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190614,80049494,Chubb Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190615,80049937,Citadel Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190616,80050027,CITIC HK Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190617,80050106,Telecom Digital Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190618,80050667,Clients Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190619,80050778,CLUCAS - Elizabeth,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190620,80050800,CM Bermuda Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190621,80050838,CNOOC,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190622,80050889,Coal Contractors Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190623,80051259,Collard Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190624,80051266,Collateralised Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190625,80051426,Colony Holdings Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190626,80051695,Concord Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190627,80051872,Consolidated Contractors International Company S.A.L.,,,,,,,Lebanon,LBN,Paradise Papers - Appleby,Appleby data is current through 2014,
1190628,80051880,Consolidated Contractors Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190629,80051936,Conti Chia Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190630,80051939,Continuity Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190631,80051977,Contrarius Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190632,80052046,Cook - Alexander John,,,,,,,Jersey;United Kingdom,JEY;GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190633,80052194,Cooper Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190634,80052594,Correia Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190635,80052674,COSL Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190636,80052681,Cosmo Lady Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190637,80052925,Covidien Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190638,80052956,Cowell - William Henry,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190640,80053085,CPM Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190641,80053090,C P Pokphand Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190642,80053270,"Credican, C.A.",,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190643,80053329,Credit Suisse Securities (USA) LLC,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190644,80053338,Credo Capital Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190645,80053447,Crimson Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190646,80053550,Cronos Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190647,80053673,Crown Global Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190648,80053745,Crystal Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190649,80053786,CSL Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190650,80053832,Cubitt - Robert John,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190651,80054130,Cuttermore Limited as Trustee of The Stewart Family Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190652,80054180,Cyber Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190653,80054220,D&H Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190654,80054230,D. E. Shaw Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190655,80054492,Dallas Family,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190656,80054856,Dash 8F Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190657,80055015,David Ross Dennett and Stephen James Morris,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190658,80055365,DBTEL Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190659,80055376,ATIOML as Trustee of the Bowers Family Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190660,80055408,Deacons Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190661,80055650,Deep Blue Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190662,80055718,DeGroote Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190663,80055950,"Deloitte Touche Tohmatsu - Connaught Rd, Hong Kong",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190664,80056956,DIEZ GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190665,80056992,Dijon Corporation Ltd,,,,,,,British Virgin Islands,VGB,Paradise Papers - Appleby,Appleby data is current through 2014,
1190666,80057069,Dimension Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190667,80057227,Ditco Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190668,80057302,"D'kans Business Services Co., Ltd.",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190669,80057537,Dole Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190670,80057548,Dolly's Bay Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190671,80057664,Don Good Tequila Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190672,80057835,Doshi - Ashok Labhanker Vanechand,,,,,,,Kenya,KEN,Paradise Papers - Appleby,Appleby data is current through 2014,
1190673,80057982,Dover Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190674,80058129,DP World Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190675,80058305,O'Reilly Group,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190676,80058859,Dusseldorp Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190677,80059049,Eagle Air Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190678,80059117,Easeway Business Consulting Limited,,,,,,,China;Hong Kong,CHN;HKG,Paradise Papers - Appleby,Appleby data is current through 2014,
1190679,80059157,Group - Eastern Sky,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190680,80059164,Eastgate Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190681,80059272,Ebel Group,,,,,,,Peru,PER,Paradise Papers - Appleby,Appleby data is current through 2014,
1190682,80059368,Ecopetrol Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190683,80059523,Education and Media Publishing Grioup Limited,,,,,,,Cayman Islands,CYM,Paradise Papers - Appleby,Appleby data is current through 2014,
1190684,80059634,EF Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190685,80059918,Element Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190686,80060145,El Paso Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190687,80062808,Energy Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190688,80062836,Engelhorn - Kurt,,,,,,,Bermuda;Germany;Switzerland;United States,BMU;DEU;CHE;USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190689,80062886,EnMobile Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190690,80062995,Eos Partnership Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190691,80063007,Epic Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190692,80063010,Isis Shipping Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190693,80063430,eStats Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190694,80063500,ETrawler,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190695,80063504,Etruscan Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190696,80063523,EunaCon Perfect Alliance CPA Partnership,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190697,80063545,Eurogold Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190698,80063680,"Evans Randall, L.L.C.",,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190699,80063740,Evergreen Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190700,80063743,GROUP - Evergreen Life Services,,,,,,,Bermuda,BMU,Paradise Papers - Appleby,Appleby data is current through 2014,
1190701,80063934,Fabiani Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190702,80064078,Fairmont Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190704,80064832,Ferdinand - B.,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190705,80065047,FHL Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190706,80065097,Fidelity Investments,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190707,80065250,Financial Management,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190708,80065286,Fincorp Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190709,80065539,First Pacific Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190710,80065546,First Quantum Minerals Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190711,80065902,Fletcher Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190712,80065945,Floatel Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190713,80066028,Fluor Corporation,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190714,80066288,Forbes Energy Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190715,80066544,fortress Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190716,80066682,Founder Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190717,80066775,Fox P M,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190718,80066914,Donagh Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190719,80066923,FRANK GATES GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190720,80067149,Freisenbruch-Meyer Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190721,80067364,Friths Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190722,80067411,Frontier Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190723,80067421,Front Street Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190724,80067504,FTH Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190725,80067679,Funderburk Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190726,80067829,FURTAK GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190727,80067846,FUSADES Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190728,80067914,G2 Investment Group,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190729,80068002,GAI Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190730,80068018,Gainwealth Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190731,80068109,Gallaghers Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190733,80068750,Gawne - David,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190734,80068799,GCE Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190735,80068815,G de Z Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190736,80069018,General Motors Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190737,80069027,Generation Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190738,80069070,Genpact LLC,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190739,80069110,Geoffrey Friend Karran & Annette Jayne Magee as Trustees of The Hazel Mary Hyde Will Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190740,80069112,Geoffrey Friend Karran as Trustee of The Mary Hannah Hyde Will Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190741,80069118,GEO GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190742,80069182,"George Ramsey Martin Moore, Paul David Morris & Michael Frank Gordon Crowe as Trustees of The G B H Wheler Trust",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190743,80069184,"George Ramsey Martin Moore, John Douglas Bolton & Michael Frank Gordon Crowe as Trustees of The Wannop Settlement",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190744,80069185,George Ramsey Martin Moore as Trustee of the Stephen Dodson Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190745,80069187,George Ramsey Martin Moore & Charles Thomas Michael Hartley as Trustees of The Charles Burrell Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190746,80069189,"George Ramsey Martin Moore, Faye Patricia Moffett, Robert Adam Long, Elaine Moore & Rosemary Penn as Trustees of the Farmer Charitable Trust",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190747,80069254,Geranium Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190748,80069325,GEROVA Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190749,80069364,Gestetner Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190750,80069513,Giant Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190751,80069771,Gillian Little Group,,,,,,,United Arab Emirates,ARE,Paradise Papers - Appleby,Appleby data is current through 2014,
1190752,80069837,Giltspur Capital LLP,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190753,80070061,Glencore Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190754,80070072,Glendale Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190755,80070148,Global Atlantic Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190756,80070179,Global Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190757,80070188,Global LNG Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190758,80070211,Global Risk Capital Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190759,80070215,Global Sources Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190760,80070233,Globeleq Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190761,80070267,GLORIOUS MANAGEMENT CONSULTANTS LIMITED,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190762,80070320,GMIF Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190763,80070326,GMO Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190764,80070336,GMR Holdings Private Limited,,,,,,,India,IND,Paradise Papers - Appleby,Appleby data is current through 2014,
1190765,80070337,GMR Infrastructure Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190766,80070633,Golden Rule Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190767,80070638,Golden State Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190768,80070707,Goldman Sachs Group Inc,,,,,,,United States,USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1190769,80071104,Gorre - Harris,,,,,,,South Africa;United Kingdom,ZAF;GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1190770,80071123,Gorgonians Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190771,80071901,Greenfields Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190772,80072383,Group : Part LDC,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190773,80072384,Group - 3i/FS,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190774,80072385,Group - 40/86,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190775,80072386,Group - Ace Koeki,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190776,80072387,Group - Ackerman,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190777,80072389,GROUP - ADAM & PARTNERS,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190778,80072390,Group - ADAR,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190779,80072391,Group - Aegon,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190780,80072392,Group - AFC,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190781,80072394,Group - AIG,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190782,80072395,Group - AIREA,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190783,80072396,Group - Akanthos,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190784,80072397,Group - Alam,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190785,80072398,Group - Alan St. C. Byles,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190786,80072399,"Group - Al Blawi, Ahmed",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190787,80072400,Group - Allianz,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190788,80072401,Group - Alpinex,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190789,80072402,"Group - Amecor International Corp, LLC",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190790,80072403,Group - American Capital,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190791,80072404,Group - Amoco,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190792,80072405,Group - Amoumi Development,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190793,80072406,Group - Anangel Maritime,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190794,80072407,Group - Andrew Finlason,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190795,80072408,Group - Andrew Porter,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1190796,80072409,Group - AP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
